"user_id","perk_catagory","perk"
"523271","4.valued members","Complimentary meal at the airport / the hotel"
"388328","3.family & friends","1 free check-in bag with a complimentary meal"
"560897","4.valued members","Complimentary meal at the airport / the hotel"
"569572","3.family & friends","1 free check-in bag with a complimentary meal"
"553704","4.valued members","Complimentary meal at the airport / the hotel"
"511989","5.nobel newcomers","30% off first travel"
"603278","4.valued members","Complimentary meal at the airport / the hotel"
"572176","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"620382","3.family & friends","1 free check-in bag with a complimentary meal"
"536000","4.valued members","Complimentary meal at the airport / the hotel"
"614828","4.valued members","Complimentary meal at the airport / the hotel"
"530421","4.valued members","Complimentary meal at the airport / the hotel"
"563598","3.family & friends","1 free check-in bag with a complimentary meal"
"549714","3.family & friends","1 free check-in bag with a complimentary meal"
"613941","4.valued members","Complimentary meal at the airport / the hotel"
"643359","4.valued members","Complimentary meal at the airport / the hotel"
"632866","5.nobel newcomers","30% off first travel"
"536651","4.valued members","Complimentary meal at the airport / the hotel"
"535706","3.family & friends","1 free check-in bag with a complimentary meal"
"594103","3.family & friends","1 free check-in bag with a complimentary meal"
"575677","4.valued members","Complimentary meal at the airport / the hotel"
"546190","3.family & friends","1 free check-in bag with a complimentary meal"
"538270","4.valued members","Complimentary meal at the airport / the hotel"
"482264","3.family & friends","1 free check-in bag with a complimentary meal"
"582484","3.family & friends","1 free check-in bag with a complimentary meal"
"509160","3.family & friends","1 free check-in bag with a complimentary meal"
"552861","4.valued members","Complimentary meal at the airport / the hotel"
"552432","4.valued members","Complimentary meal at the airport / the hotel"
"552763","4.valued members","Complimentary meal at the airport / the hotel"
"667299","5.nobel newcomers","30% off first travel"
"450305","4.valued members","Complimentary meal at the airport / the hotel"
"461559","4.valued members","Complimentary meal at the airport / the hotel"
"536604","4.valued members","Complimentary meal at the airport / the hotel"
"569829","4.valued members","Complimentary meal at the airport / the hotel"
"540260","4.valued members","Complimentary meal at the airport / the hotel"
"582729","5.nobel newcomers","30% off first travel"
"556827","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"582011","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"511680","4.valued members","Complimentary meal at the airport / the hotel"
"249521","3.family & friends","1 free check-in bag with a complimentary meal"
"564234","4.valued members","Complimentary meal at the airport / the hotel"
"505680","4.valued members","Complimentary meal at the airport / the hotel"
"469464","4.valued members","Complimentary meal at the airport / the hotel"
"583764","3.family & friends","1 free check-in bag with a complimentary meal"
"550754","3.family & friends","1 free check-in bag with a complimentary meal"
"568371","4.valued members","Complimentary meal at the airport / the hotel"
"600011","4.valued members","Complimentary meal at the airport / the hotel"
"691541","5.nobel newcomers","30% off first travel"
"563100","4.valued members","Complimentary meal at the airport / the hotel"
"525591","4.valued members","Complimentary meal at the airport / the hotel"
"607799","3.family & friends","1 free check-in bag with a complimentary meal"
"561710","4.valued members","Complimentary meal at the airport / the hotel"
"603341","5.nobel newcomers","30% off first travel"
"510198","4.valued members","Complimentary meal at the airport / the hotel"
"526628","3.family & friends","1 free check-in bag with a complimentary meal"
"533742","3.family & friends","1 free check-in bag with a complimentary meal"
"537414","4.valued members","Complimentary meal at the airport / the hotel"
"523484","4.valued members","Complimentary meal at the airport / the hotel"
"589154","3.family & friends","1 free check-in bag with a complimentary meal"
"499375","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"505230","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"637421","3.family & friends","1 free check-in bag with a complimentary meal"
"511638","3.family & friends","1 free check-in bag with a complimentary meal"
"679442","4.valued members","Complimentary meal at the airport / the hotel"
"514926","4.valued members","Complimentary meal at the airport / the hotel"
"535473","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"714504","4.valued members","Complimentary meal at the airport / the hotel"
"510316","3.family & friends","1 free check-in bag with a complimentary meal"
"578872","4.valued members","Complimentary meal at the airport / the hotel"
"522532","4.valued members","Complimentary meal at the airport / the hotel"
"547150","3.family & friends","1 free check-in bag with a complimentary meal"
"559846","3.family & friends","1 free check-in bag with a complimentary meal"
"520877","4.valued members","Complimentary meal at the airport / the hotel"
"546462","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"338086","3.family & friends","1 free check-in bag with a complimentary meal"
"447951","4.valued members","Complimentary meal at the airport / the hotel"
"548189","3.family & friends","1 free check-in bag with a complimentary meal"
"569239","4.valued members","Complimentary meal at the airport / the hotel"
"811077","3.family & friends","1 free check-in bag with a complimentary meal"
"533199","4.valued members","Complimentary meal at the airport / the hotel"
"519604","4.valued members","Complimentary meal at the airport / the hotel"
"566953","3.family & friends","1 free check-in bag with a complimentary meal"
"594146","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"523729","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"519631","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"534333","3.family & friends","1 free check-in bag with a complimentary meal"
"638140","3.family & friends","1 free check-in bag with a complimentary meal"
"563740","4.valued members","Complimentary meal at the airport / the hotel"
"513289","4.valued members","Complimentary meal at the airport / the hotel"
"717546","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"616222","3.family & friends","1 free check-in bag with a complimentary meal"
"549850","4.valued members","Complimentary meal at the airport / the hotel"
"520327","4.valued members","Complimentary meal at the airport / the hotel"
"570631","3.family & friends","1 free check-in bag with a complimentary meal"
"490629","3.family & friends","1 free check-in bag with a complimentary meal"
"513338","4.valued members","Complimentary meal at the airport / the hotel"
"527142","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"650049","3.family & friends","1 free check-in bag with a complimentary meal"
"594695","4.valued members","Complimentary meal at the airport / the hotel"
"596559","5.nobel newcomers","30% off first travel"
"521062","5.nobel newcomers","30% off first travel"
"476124","4.valued members","Complimentary meal at the airport / the hotel"
"547606","3.family & friends","1 free check-in bag with a complimentary meal"
"511331","3.family & friends","1 free check-in bag with a complimentary meal"
"608727","3.family & friends","1 free check-in bag with a complimentary meal"
"535905","4.valued members","Complimentary meal at the airport / the hotel"
"312488","4.valued members","Complimentary meal at the airport / the hotel"
"507573","4.valued members","Complimentary meal at the airport / the hotel"
"519091","4.valued members","Complimentary meal at the airport / the hotel"
"572992","4.valued members","Complimentary meal at the airport / the hotel"
"564517","4.valued members","Complimentary meal at the airport / the hotel"
"559981","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"608970","4.valued members","Complimentary meal at the airport / the hotel"
"520314","3.family & friends","1 free check-in bag with a complimentary meal"
"486751","4.valued members","Complimentary meal at the airport / the hotel"
"545281","5.nobel newcomers","30% off first travel"
"544406","4.valued members","Complimentary meal at the airport / the hotel"
"520405","4.valued members","Complimentary meal at the airport / the hotel"
"727886","4.valued members","Complimentary meal at the airport / the hotel"
"582326","4.valued members","Complimentary meal at the airport / the hotel"
"526435","5.nobel newcomers","30% off first travel"
"575711","3.family & friends","1 free check-in bag with a complimentary meal"
"598265","3.family & friends","1 free check-in bag with a complimentary meal"
"525488","3.family & friends","1 free check-in bag with a complimentary meal"
"582995","4.valued members","Complimentary meal at the airport / the hotel"
"643344","3.family & friends","1 free check-in bag with a complimentary meal"
"516679","4.valued members","Complimentary meal at the airport / the hotel"
"602734","5.nobel newcomers","30% off first travel"
"509272","3.family & friends","1 free check-in bag with a complimentary meal"
"520733","4.valued members","Complimentary meal at the airport / the hotel"
"515634","5.nobel newcomers","30% off first travel"
"561503","4.valued members","Complimentary meal at the airport / the hotel"
"492497","5.nobel newcomers","30% off first travel"
"528098","5.nobel newcomers","30% off first travel"
"504320","4.valued members","Complimentary meal at the airport / the hotel"
"390811","4.valued members","Complimentary meal at the airport / the hotel"
"380949","4.valued members","Complimentary meal at the airport / the hotel"
"554357","5.nobel newcomers","30% off first travel"
"587195","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"476535","3.family & friends","1 free check-in bag with a complimentary meal"
"474464","4.valued members","Complimentary meal at the airport / the hotel"
"664998","4.valued members","Complimentary meal at the airport / the hotel"
"615881","5.nobel newcomers","30% off first travel"
"607998","4.valued members","Complimentary meal at the airport / the hotel"
"550796","3.family & friends","1 free check-in bag with a complimentary meal"
"421515","4.valued members","Complimentary meal at the airport / the hotel"
"438985","4.valued members","Complimentary meal at the airport / the hotel"
"523619","3.family & friends","1 free check-in bag with a complimentary meal"
"521943","4.valued members","Complimentary meal at the airport / the hotel"
"548391","3.family & friends","1 free check-in bag with a complimentary meal"
"515908","3.family & friends","1 free check-in bag with a complimentary meal"
"514461","3.family & friends","1 free check-in bag with a complimentary meal"
"492614","5.nobel newcomers","30% off first travel"
"526297","4.valued members","Complimentary meal at the airport / the hotel"
"565791","4.valued members","Complimentary meal at the airport / the hotel"
"518092","4.valued members","Complimentary meal at the airport / the hotel"
"582227","3.family & friends","1 free check-in bag with a complimentary meal"
"554956","4.valued members","Complimentary meal at the airport / the hotel"
"637075","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"530592","4.valued members","Complimentary meal at the airport / the hotel"
"524278","3.family & friends","1 free check-in bag with a complimentary meal"
"513296","4.valued members","Complimentary meal at the airport / the hotel"
"651675","3.family & friends","1 free check-in bag with a complimentary meal"
"541259","4.valued members","Complimentary meal at the airport / the hotel"
"521474","4.valued members","Complimentary meal at the airport / the hotel"
"152583","4.valued members","Complimentary meal at the airport / the hotel"
"512204","4.valued members","Complimentary meal at the airport / the hotel"
"511418","3.family & friends","1 free check-in bag with a complimentary meal"
"580902","4.valued members","Complimentary meal at the airport / the hotel"
"537560","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"760304","4.valued members","Complimentary meal at the airport / the hotel"
"546121","4.valued members","Complimentary meal at the airport / the hotel"
"533598","4.valued members","Complimentary meal at the airport / the hotel"
"590981","4.valued members","Complimentary meal at the airport / the hotel"
"518567","4.valued members","Complimentary meal at the airport / the hotel"
"585361","5.nobel newcomers","30% off first travel"
"510369","4.valued members","Complimentary meal at the airport / the hotel"
"573420","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"556015","4.valued members","Complimentary meal at the airport / the hotel"
"502875","3.family & friends","1 free check-in bag with a complimentary meal"
"514785","4.valued members","Complimentary meal at the airport / the hotel"
"624593","3.family & friends","1 free check-in bag with a complimentary meal"
"610474","4.valued members","Complimentary meal at the airport / the hotel"
"623935","3.family & friends","1 free check-in bag with a complimentary meal"
"531027","3.family & friends","1 free check-in bag with a complimentary meal"
"501512","3.family & friends","1 free check-in bag with a complimentary meal"
"528137","5.nobel newcomers","30% off first travel"
"475130","3.family & friends","1 free check-in bag with a complimentary meal"
"513543","3.family & friends","1 free check-in bag with a complimentary meal"
"556215","4.valued members","Complimentary meal at the airport / the hotel"
"612226","5.nobel newcomers","30% off first travel"
"484418","4.valued members","Complimentary meal at the airport / the hotel"
"435596","4.valued members","Complimentary meal at the airport / the hotel"
"572908","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"652040","4.valued members","Complimentary meal at the airport / the hotel"
"565514","4.valued members","Complimentary meal at the airport / the hotel"
"619432","4.valued members","Complimentary meal at the airport / the hotel"
"536229","3.family & friends","1 free check-in bag with a complimentary meal"
"444885","4.valued members","Complimentary meal at the airport / the hotel"
"539542","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"573427","4.valued members","Complimentary meal at the airport / the hotel"
"527524","4.valued members","Complimentary meal at the airport / the hotel"
"516150","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"656626","5.nobel newcomers","30% off first travel"
"485149","4.valued members","Complimentary meal at the airport / the hotel"
"557963","4.valued members","Complimentary meal at the airport / the hotel"
"516593","4.valued members","Complimentary meal at the airport / the hotel"
"476104","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"642364","3.family & friends","1 free check-in bag with a complimentary meal"
"575964","5.nobel newcomers","30% off first travel"
"595958","4.valued members","Complimentary meal at the airport / the hotel"
"664119","4.valued members","Complimentary meal at the airport / the hotel"
"521066","4.valued members","Complimentary meal at the airport / the hotel"
"652190","5.nobel newcomers","30% off first travel"
"517732","4.valued members","Complimentary meal at the airport / the hotel"
"544476","3.family & friends","1 free check-in bag with a complimentary meal"
"492287","3.family & friends","1 free check-in bag with a complimentary meal"
"512305","4.valued members","Complimentary meal at the airport / the hotel"
"456318","4.valued members","Complimentary meal at the airport / the hotel"
"588560","5.nobel newcomers","30% off first travel"
"593719","3.family & friends","1 free check-in bag with a complimentary meal"
"586850","4.valued members","Complimentary meal at the airport / the hotel"
"610395","4.valued members","Complimentary meal at the airport / the hotel"
"617125","4.valued members","Complimentary meal at the airport / the hotel"
"602925","4.valued members","Complimentary meal at the airport / the hotel"
"605878","4.valued members","Complimentary meal at the airport / the hotel"
"587675","4.valued members","Complimentary meal at the airport / the hotel"
"698573","4.valued members","Complimentary meal at the airport / the hotel"
"511314","4.valued members","Complimentary meal at the airport / the hotel"
"566096","3.family & friends","1 free check-in bag with a complimentary meal"
"508944","4.valued members","Complimentary meal at the airport / the hotel"
"523505","4.valued members","Complimentary meal at the airport / the hotel"
"522943","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"546702","4.valued members","Complimentary meal at the airport / the hotel"
"651018","3.family & friends","1 free check-in bag with a complimentary meal"
"565294","4.valued members","Complimentary meal at the airport / the hotel"
"600287","3.family & friends","1 free check-in bag with a complimentary meal"
"522005","3.family & friends","1 free check-in bag with a complimentary meal"
"641102","4.valued members","Complimentary meal at the airport / the hotel"
"545070","3.family & friends","1 free check-in bag with a complimentary meal"
"558277","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"480313","4.valued members","Complimentary meal at the airport / the hotel"
"510805","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"545404","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"555193","3.family & friends","1 free check-in bag with a complimentary meal"
"538388","4.valued members","Complimentary meal at the airport / the hotel"
"546072","4.valued members","Complimentary meal at the airport / the hotel"
"527801","5.nobel newcomers","30% off first travel"
"516967","5.nobel newcomers","30% off first travel"
"570988","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"661697","4.valued members","Complimentary meal at the airport / the hotel"
"689037","4.valued members","Complimentary meal at the airport / the hotel"
"559794","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"525244","4.valued members","Complimentary meal at the airport / the hotel"
"528354","3.family & friends","1 free check-in bag with a complimentary meal"
"545939","4.valued members","Complimentary meal at the airport / the hotel"
"524668","4.valued members","Complimentary meal at the airport / the hotel"
"600395","4.valued members","Complimentary meal at the airport / the hotel"
"595690","5.nobel newcomers","30% off first travel"
"559407","4.valued members","Complimentary meal at the airport / the hotel"
"570683","4.valued members","Complimentary meal at the airport / the hotel"
"530607","4.valued members","Complimentary meal at the airport / the hotel"
"512301","4.valued members","Complimentary meal at the airport / the hotel"
"651201","4.valued members","Complimentary meal at the airport / the hotel"
"575576","4.valued members","Complimentary meal at the airport / the hotel"
"573792","4.valued members","Complimentary meal at the airport / the hotel"
"400899","4.valued members","Complimentary meal at the airport / the hotel"
"538188","3.family & friends","1 free check-in bag with a complimentary meal"
"518015","3.family & friends","1 free check-in bag with a complimentary meal"
"594914","4.valued members","Complimentary meal at the airport / the hotel"
"538214","3.family & friends","1 free check-in bag with a complimentary meal"
"548978","4.valued members","Complimentary meal at the airport / the hotel"
"389759","3.family & friends","1 free check-in bag with a complimentary meal"
"458725","5.nobel newcomers","30% off first travel"
"595852","4.valued members","Complimentary meal at the airport / the hotel"
"471186","4.valued members","Complimentary meal at the airport / the hotel"
"559093","4.valued members","Complimentary meal at the airport / the hotel"
"507133","4.valued members","Complimentary meal at the airport / the hotel"
"609817","4.valued members","Complimentary meal at the airport / the hotel"
"657343","5.nobel newcomers","30% off first travel"
"566735","3.family & friends","1 free check-in bag with a complimentary meal"
"531777","4.valued members","Complimentary meal at the airport / the hotel"
"576846","3.family & friends","1 free check-in bag with a complimentary meal"
"518582","3.family & friends","1 free check-in bag with a complimentary meal"
"599765","4.valued members","Complimentary meal at the airport / the hotel"
"547663","4.valued members","Complimentary meal at the airport / the hotel"
"445351","3.family & friends","1 free check-in bag with a complimentary meal"
"519955","4.valued members","Complimentary meal at the airport / the hotel"
"521127","4.valued members","Complimentary meal at the airport / the hotel"
"620719","4.valued members","Complimentary meal at the airport / the hotel"
"505713","4.valued members","Complimentary meal at the airport / the hotel"
"511878","5.nobel newcomers","30% off first travel"
"561288","5.nobel newcomers","30% off first travel"
"553219","4.valued members","Complimentary meal at the airport / the hotel"
"545848","3.family & friends","1 free check-in bag with a complimentary meal"
"519725","3.family & friends","1 free check-in bag with a complimentary meal"
"528723","3.family & friends","1 free check-in bag with a complimentary meal"
"545633","4.valued members","Complimentary meal at the airport / the hotel"
"534688","3.family & friends","1 free check-in bag with a complimentary meal"
"513422","4.valued members","Complimentary meal at the airport / the hotel"
"556579","4.valued members","Complimentary meal at the airport / the hotel"
"514893","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"611350","3.family & friends","1 free check-in bag with a complimentary meal"
"545755","4.valued members","Complimentary meal at the airport / the hotel"
"630992","3.family & friends","1 free check-in bag with a complimentary meal"
"565718","4.valued members","Complimentary meal at the airport / the hotel"
"547336","4.valued members","Complimentary meal at the airport / the hotel"
"701565","3.family & friends","1 free check-in bag with a complimentary meal"
"534246","4.valued members","Complimentary meal at the airport / the hotel"
"526471","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"513659","4.valued members","Complimentary meal at the airport / the hotel"
"514261","4.valued members","Complimentary meal at the airport / the hotel"
"777366","4.valued members","Complimentary meal at the airport / the hotel"
"544818","4.valued members","Complimentary meal at the airport / the hotel"
"668172","4.valued members","Complimentary meal at the airport / the hotel"
"489131","5.nobel newcomers","30% off first travel"
"545634","4.valued members","Complimentary meal at the airport / the hotel"
"653640","3.family & friends","1 free check-in bag with a complimentary meal"
"524358","3.family & friends","1 free check-in bag with a complimentary meal"
"611852","4.valued members","Complimentary meal at the airport / the hotel"
"530277","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"609051","3.family & friends","1 free check-in bag with a complimentary meal"
"484987","4.valued members","Complimentary meal at the airport / the hotel"
"516057","4.valued members","Complimentary meal at the airport / the hotel"
"577215","4.valued members","Complimentary meal at the airport / the hotel"
"528906","4.valued members","Complimentary meal at the airport / the hotel"
"645488","5.nobel newcomers","30% off first travel"
"555782","3.family & friends","1 free check-in bag with a complimentary meal"
"529420","5.nobel newcomers","30% off first travel"
"525332","4.valued members","Complimentary meal at the airport / the hotel"
"623815","4.valued members","Complimentary meal at the airport / the hotel"
"485780","3.family & friends","1 free check-in bag with a complimentary meal"
"418329","3.family & friends","1 free check-in bag with a complimentary meal"
"541249","4.valued members","Complimentary meal at the airport / the hotel"
"524572","3.family & friends","1 free check-in bag with a complimentary meal"
"581086","3.family & friends","1 free check-in bag with a complimentary meal"
"596320","3.family & friends","1 free check-in bag with a complimentary meal"
"541352","3.family & friends","1 free check-in bag with a complimentary meal"
"525610","4.valued members","Complimentary meal at the airport / the hotel"
"523299","5.nobel newcomers","30% off first travel"
"435882","4.valued members","Complimentary meal at the airport / the hotel"
"562417","4.valued members","Complimentary meal at the airport / the hotel"
"509341","4.valued members","Complimentary meal at the airport / the hotel"
"512558","4.valued members","Complimentary meal at the airport / the hotel"
"554866","5.nobel newcomers","30% off first travel"
"498607","4.valued members","Complimentary meal at the airport / the hotel"
"552313","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"495727","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"520244","4.valued members","Complimentary meal at the airport / the hotel"
"536964","3.family & friends","1 free check-in bag with a complimentary meal"
"541235","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"597662","5.nobel newcomers","30% off first travel"
"490133","3.family & friends","1 free check-in bag with a complimentary meal"
"462127","4.valued members","Complimentary meal at the airport / the hotel"
"516680","5.nobel newcomers","30% off first travel"
"561386","3.family & friends","1 free check-in bag with a complimentary meal"
"488918","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"511862","4.valued members","Complimentary meal at the airport / the hotel"
"483237","4.valued members","Complimentary meal at the airport / the hotel"
"515330","4.valued members","Complimentary meal at the airport / the hotel"
"522115","3.family & friends","1 free check-in bag with a complimentary meal"
"610793","3.family & friends","1 free check-in bag with a complimentary meal"
"506130","4.valued members","Complimentary meal at the airport / the hotel"
"182191","5.nobel newcomers","30% off first travel"
"546740","4.valued members","Complimentary meal at the airport / the hotel"
"562148","4.valued members","Complimentary meal at the airport / the hotel"
"541497","5.nobel newcomers","30% off first travel"
"513322","4.valued members","Complimentary meal at the airport / the hotel"
"563831","5.nobel newcomers","30% off first travel"
"566059","3.family & friends","1 free check-in bag with a complimentary meal"
"592707","4.valued members","Complimentary meal at the airport / the hotel"
"535983","3.family & friends","1 free check-in bag with a complimentary meal"
"600561","4.valued members","Complimentary meal at the airport / the hotel"
"525053","4.valued members","Complimentary meal at the airport / the hotel"
"417679","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"546307","4.valued members","Complimentary meal at the airport / the hotel"
"588414","4.valued members","Complimentary meal at the airport / the hotel"
"587538","3.family & friends","1 free check-in bag with a complimentary meal"
"518372","4.valued members","Complimentary meal at the airport / the hotel"
"619983","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"436894","4.valued members","Complimentary meal at the airport / the hotel"
"685594","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"512786","4.valued members","Complimentary meal at the airport / the hotel"
"527726","3.family & friends","1 free check-in bag with a complimentary meal"
"565949","3.family & friends","1 free check-in bag with a complimentary meal"
"629812","5.nobel newcomers","30% off first travel"
"563588","3.family & friends","1 free check-in bag with a complimentary meal"
"498574","4.valued members","Complimentary meal at the airport / the hotel"
"541931","4.valued members","Complimentary meal at the airport / the hotel"
"528744","4.valued members","Complimentary meal at the airport / the hotel"
"544449","3.family & friends","1 free check-in bag with a complimentary meal"
"554961","4.valued members","Complimentary meal at the airport / the hotel"
"594892","4.valued members","Complimentary meal at the airport / the hotel"
"510418","5.nobel newcomers","30% off first travel"
"570961","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"577089","2.honorable seniors","Complimentary meal at the airport / the hotel with travel guide"
"568385","4.valued members","Complimentary meal at the airport / the hotel"
"508546","4.valued members","Complimentary meal at the airport / the hotel"
"512677","4.valued members","Complimentary meal at the airport / the hotel"
"553208","4.valued members","Complimentary meal at the airport / the hotel"
"602120","4.valued members","Complimentary meal at the airport / the hotel"
"517700","4.valued members","Complimentary meal at the airport / the hotel"
"533656","4.valued members","Complimentary meal at the airport / the hotel"
"511298","4.valued members","Complimentary meal at the airport / the hotel"
"770252","5.nobel newcomers","30% off first travel"
"653281","4.valued members","Complimentary meal at the airport / the hotel"
"545745","4.valued members","Complimentary meal at the airport / the hotel"
"622708","4.valued members","Complimentary meal at the airport / the hotel"
"526184","4.valued members","Complimentary meal at the airport / the hotel"
"509919","4.valued members","Complimentary meal at the airport / the hotel"
"515610","3.family & friends","1 free check-in bag with a complimentary meal"
"513995","3.family & friends","1 free check-in bag with a complimentary meal"
"505062","3.family & friends","1 free check-in bag with a complimentary meal"
"518722","4.valued members","Complimentary meal at the airport / the hotel"
"528461","5.nobel newcomers","30% off first travel"
"542418","4.valued members","Complimentary meal at the airport / the hotel"
"526540","4.valued members","Complimentary meal at the airport / the hotel"
"546127","4.valued members","Complimentary meal at the airport / the hotel"
"531967","5.nobel newcomers","30% off first travel"
"519419","3.family & friends","1 free check-in bag with a complimentary meal"
"473467","4.valued members","Complimentary meal at the airport / the hotel"
"523057","5.nobel newcomers","30% off first travel"
"545958","4.valued members","Complimentary meal at the airport / the hotel"
"675594","4.valued members","Complimentary meal at the airport / the hotel"
"519114","3.family & friends","1 free check-in bag with a complimentary meal"
"511609","4.valued members","Complimentary meal at the airport / the hotel"
"545089","5.nobel newcomers","30% off first travel"
"569082","4.valued members","Complimentary meal at the airport / the hotel"
"545399","4.valued members","Complimentary meal at the airport / the hotel"
"118043","3.family & friends","1 free check-in bag with a complimentary meal"
"593244","4.valued members","Complimentary meal at the airport / the hotel"
"521883","4.valued members","Complimentary meal at the airport / the hotel"
"574493","4.valued members","Complimentary meal at the airport / the hotel"
"350648","5.nobel newcomers","30% off first travel"
"529428","3.family & friends","1 free check-in bag with a complimentary meal"
"590095","4.valued members","Complimentary meal at the airport / the hotel"
"540252","4.valued members","Complimentary meal at the airport / the hotel"
"604688","3.family & friends","1 free check-in bag with a complimentary meal"
"431602","4.valued members","Complimentary meal at the airport / the hotel"
"561333","5.nobel newcomers","30% off first travel"
"502819","5.nobel newcomers","30% off first travel"
"595087","4.valued members","Complimentary meal at the airport / the hotel"
"607270","4.valued members","Complimentary meal at the airport / the hotel"
"551245","5.nobel newcomers","30% off first travel"
"575055","4.valued members","Complimentary meal at the airport / the hotel"
"545551","3.family & friends","1 free check-in bag with a complimentary meal"
"479254","4.valued members","Complimentary meal at the airport / the hotel"
"592445","3.family & friends","1 free check-in bag with a complimentary meal"
"540652","5.nobel newcomers","30% off first travel"
"482744","4.valued members","Complimentary meal at the airport / the hotel"
"524913","4.valued members","Complimentary meal at the airport / the hotel"
"581527","4.valued members","Complimentary meal at the airport / the hotel"
"521865","3.family & friends","1 free check-in bag with a complimentary meal"
"545344","3.family & friends","1 free check-in bag with a complimentary meal"
"627893","4.valued members","Complimentary meal at the airport / the hotel"
"572554","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"541382","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"536387","4.valued members","Complimentary meal at the airport / the hotel"
"606862","4.valued members","Complimentary meal at the airport / the hotel"
"532941","4.valued members","Complimentary meal at the airport / the hotel"
"531373","3.family & friends","1 free check-in bag with a complimentary meal"
"801660","3.family & friends","1 free check-in bag with a complimentary meal"
"538919","5.nobel newcomers","30% off first travel"
"670971","4.valued members","Complimentary meal at the airport / the hotel"
"522738","4.valued members","Complimentary meal at the airport / the hotel"
"535879","3.family & friends","1 free check-in bag with a complimentary meal"
"538608","3.family & friends","1 free check-in bag with a complimentary meal"
"501947","3.family & friends","1 free check-in bag with a complimentary meal"
"673076","4.valued members","Complimentary meal at the airport / the hotel"
"592792","3.family & friends","1 free check-in bag with a complimentary meal"
"527490","3.family & friends","1 free check-in bag with a complimentary meal"
"564842","3.family & friends","1 free check-in bag with a complimentary meal"
"415282","3.family & friends","1 free check-in bag with a complimentary meal"
"536275","3.family & friends","1 free check-in bag with a complimentary meal"
"678888","4.valued members","Complimentary meal at the airport / the hotel"
"558919","5.nobel newcomers","30% off first travel"
"535746","4.valued members","Complimentary meal at the airport / the hotel"
"515200","4.valued members","Complimentary meal at the airport / the hotel"
"542918","3.family & friends","1 free check-in bag with a complimentary meal"
"525515","3.family & friends","1 free check-in bag with a complimentary meal"
"606648","4.valued members","Complimentary meal at the airport / the hotel"
"506858","3.family & friends","1 free check-in bag with a complimentary meal"
"579404","4.valued members","Complimentary meal at the airport / the hotel"
"563544","3.family & friends","1 free check-in bag with a complimentary meal"
"569335","3.family & friends","1 free check-in bag with a complimentary meal"
"596153","4.valued members","Complimentary meal at the airport / the hotel"
"537373","1.golden guests","VIP lounge at the airport and 1 night at the hotel with free meal voucher"
"519747","4.valued members","Complimentary meal at the airport / the hotel"
"567219","4.valued members","Complimentary meal at the airport / the hotel"
"549361","3.family & friends","1 free check-in bag with a complimentary meal"
"592958","4.valued members","Complimentary meal at the airport / the hotel"
