"user_id","num_sessions","age","gender","married","has_children","home_country","home_city","home_airport","num_trips","num_flights","avg_seats","flight_fare","num_nights","hotel_expenses","time_after_booking","perk_catagory"
"500257","8","44","F","false","false","usa","new york","LGA","2","4","1.00","266.86","3","393.40","4.50","4.valued members"
"500288","8","18","F","false","true","usa","st. petersburg","SPG","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"500299","8","19","F","false","false","usa","san antonio","RND","1","0","0.00","0.00","2","360.00","0.00","4.valued members"
"500493","8","42","F","false","true","usa","chicago","UGN","3","4","1.50","0.00","8","7025.00","5.50","3.family & friends"
"500532","8","37","F","true","true","canada","ottawa","YOW","1","0","0.00","0.00","2","566.00","0.00","3.family & friends"
"500646","8","48","F","true","false","usa","indianapolis","IND","3","2","1.00","228.83","22","3219.20","8.00","4.valued members"
"500745","8","28","F","false","false","canada","toronto","YYZ","4","4","1.00","0.00","13","1921.40","7.50","4.valued members"
"500773","8","27","F","false","false","canada","winnipeg","YWG","4","6","1.00","0.00","15","4216.80","6.33","4.valued members"
"500791","8","73","F","true","false","canada","quebec","YQB","1","0","0.00","0.00","6","765.00","0.00","2.honorable seniors"
"500828","8","45","F","true","false","usa","rochester","ROC","3","6","1.00","0.00","4","500.00","6.00","4.valued members"
"500972","8","41","F","true","true","usa","boston","BOS","3","6","2.33","796.32","4","1352.00","7.67","3.family & friends"
"500974","8","42","F","false","false","usa","san jose","SJC","6","10","1.00","0.00","25","1930.00","6.80","1.golden guests"
"501087","8","57","F","true","false","usa","los angeles","LAX","2","4","1.00","0.00","5","1186.00","6.00","4.valued members"
"501125","8","46","M","true","true","usa","kansas city","MCI","2","4","1.00","0.00","9","1296.00","6.00","3.family & friends"
"501184","8","56","F","true","true","usa","reno","RNO","4","6","1.00","0.00","28","7196.00","7.67","3.family & friends"
"501322","9","54","F","true","true","usa","los angeles","LAX","4","6","1.00","660.12","10","2363.30","7.67","3.family & friends"
"501344","8","50","M","false","false","usa","corpus christi","CRP","1","2","1.00","0.00","0","0.00","5.00","4.valued members"
"501436","8","31","F","true","false","usa","columbus","CMH","3","6","1.00","0.00","1","233.00","6.00","4.valued members"
"501512","8","35","F","true","true","usa","fort worth","FTW","2","4","1.00","0.00","7","396.00","7.50","3.family & friends"
"501708","8","24","F","false","false","canada","montreal","YHU","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"501735","8","34","F","false","false","usa","new york","JFK","3","6","1.00","0.00","2","258.00","7.00","4.valued members"
"501764","8","47","F","true","false","canada","saskatoon","YXE","2","4","1.00","0.00","6","1139.00","6.00","4.valued members"
"501780","8","17","M","false","true","usa","bakersfield","BFL","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"501794","8","43","F","true","false","usa","nashville","BNA","4","8","1.00","0.00","17","1781.00","5.50","4.valued members"
"501817","9","50","F","true","false","canada","gatineau","YND","3","5","2.00","0.00","7","3984.00","5.00","4.valued members"
"501830","9","34","F","true","true","canada","toronto","YYZ","2","2","1.00","0.00","9","2712.00","6.00","3.family & friends"
"501897","8","44","F","true","true","usa","new york","LGA","1","0","0.00","0.00","9","936.00","0.00","3.family & friends"
"501947","10","52","F","true","true","canada","toronto","YKZ","4","6","1.00","313.48","6","3811.00","5.67","3.family & friends"
"502063","8","49","F","true","false","usa","new york","JFK","1","2","1.00","0.00","5","210.00","4.00","4.valued members"
"502145","10","39","F","false","false","usa","baltimore","BWI","4","8","1.25","0.00","10","1651.00","6.75","4.valued members"
"502210","8","43","F","true","false","canada","montreal","YMX","3","4","1.00","0.00","8","1532.00","8.50","4.valued members"
"502212","8","25","F","false","false","usa","san diego","NZY","1","2","1.00","608.05","1","92.00","6.00","4.valued members"
"502353","8","39","F","false","false","usa","honolulu","HNL","5","7","1.00","0.00","22","6017.00","5.00","4.valued members"
"502412","8","55","F","true","true","usa","new york","JFK","3","4","1.00","350.33","17","842.00","6.50","3.family & friends"
"502435","8","40","F","true","true","usa","oklahoma city","TIK","2","4","1.50","292.11","5","645.00","7.50","3.family & friends"
"502444","8","35","F","false","false","canada","ottawa","YOW","6","10","1.00","0.00","12","1950.00","9.17","1.golden guests"
"502609","9","50","F","true","false","usa","dallas","DAL","5","10","1.00","68.84","10","1172.00","6.60","1.golden guests"
"502626","8","38","F","true","true","canada","toronto","YYZ","2","4","1.00","0.00","4","811.00","8.50","3.family & friends"
"502799","8","47","F","true","false","usa","nashville","BNA","4","8","1.00","0.00","10","1581.00","7.25","4.valued members"
"502819","8","36","F","true","false","usa","knoxville","TYS","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"502826","8","48","F","true","true","usa","los angeles","LAX","3","6","1.00","0.00","0","0.00","6.67","3.family & friends"
"502847","8","50","F","true","false","usa","grand rapids","GRR","5","8","1.00","0.00","9","2070.00","5.00","4.valued members"
"502850","8","41","F","false","true","usa","riverside","RAL","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"502875","8","46","F","true","true","canada","montreal","YUL","3","6","1.33","0.00","2","430.00","9.33","3.family & friends"
"502995","9","68","F","false","false","usa","charlotte","CLT","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"503042","8","26","F","false","false","usa","montgomery","MXF","1","2","1.00","0.00","2","160.50","8.00","4.valued members"
"503049","8","72","F","false","false","usa","omaha","OMA","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"503058","10","26","F","false","false","canada","edmonton","YXD","3","3","1.00","0.00","8","847.00","12.50","4.valued members"
"503126","8","25","F","false","false","canada","edmonton","YXD","1","0","0.00","0.00","9","2592.00","0.00","4.valued members"
"503161","9","47","F","true","false","canada","halifax","YAW","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"503277","8","55","F","false","false","usa","los angeles","LAX","3","5","1.00","0.00","11","1252.65","9.33","4.valued members"
"503342","8","43","F","true","false","usa","lincoln","LNK","2","4","1.00","191.43","9","1734.00","7.00","4.valued members"
"503418","9","40","F","false","false","usa","new york","LGA","5","9","1.00","83.86","17","2874.00","8.80","4.valued members"
"503483","8","20","F","false","true","usa","los angeles","LAX","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"503621","8","41","F","true","false","usa","corpus christi","CRP","2","2","1.00","0.00","19","1741.00","8.00","4.valued members"
"503760","8","39","F","true","false","usa","kansas city","MCI","5","8","1.75","0.00","23","7242.00","54.50","4.valued members"
"503773","8","18","F","false","true","usa","brownsville","BRO","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"503918","8","26","F","false","false","usa","new york","JFK","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"503928","8","46","F","true","true","canada","toronto","YYZ","2","4","1.00","0.00","4","1419.00","6.50","3.family & friends"
"503945","8","47","F","false","false","usa","san antonio","RND","3","6","1.33","1127.91","4","1038.00","6.33","4.valued members"
"503973","9","45","F","false","false","canada","toronto","YYZ","4","6","1.00","247.37","10","1375.00","4.33","4.valued members"
"504081","10","44","F","true","true","usa","los angeles","LAX","2","4","1.00","0.00","1","222.00","6.00","3.family & friends"
"504133","8","45","F","true","false","usa","lincoln","LNK","3","5","2.00","0.00","18","6617.00","8.33","4.valued members"
"504240","8","45","F","false","false","usa","los angeles","LAX","6","12","1.17","664.66","10","1395.00","6.83","1.golden guests"
"504299","8","41","F","true","true","usa","milwaukee","MKE","3","6","1.00","424.69","5","799.00","7.33","3.family & friends"
"504320","8","30","F","false","false","usa","indianapolis","IND","2","4","1.00","0.00","3","413.25","4.50","4.valued members"
"504371","8","51","F","false","true","usa","new york","LGA","5","10","1.80","0.00","19","4026.00","66.80","1.golden guests"
"504435","8","44","F","false","false","usa","long beach","LGB","3","6","1.67","619.32","4","1129.50","7.67","4.valued members"
"504473","8","33","F","false","false","usa","richmond","RIC","2","4","1.00","0.00","4","398.00","8.50","4.valued members"
"504579","8","69","F","false","false","usa","phoenix","LUF","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"504610","8","63","F","true","false","usa","philadelphia","PNE","1","2","2.00","0.00","2","372.00","6.00","2.honorable seniors"
"504665","9","32","F","false","false","usa","charlotte","CLT","2","2","1.00","518.02","13","1404.00","5.00","4.valued members"
"504669","8","41","F","false","false","usa","long beach","LGB","2","4","1.00","536.39","4","406.00","5.50","4.valued members"
"504786","8","48","F","true","true","usa","omaha","OMA","3","2","1.00","0.00","10","3230.35","6.00","3.family & friends"
"504859","8","26","F","false","true","usa","phoenix","PHX","2","2","1.00","0.00","8","2420.00","9.00","3.family & friends"
"504892","8","31","F","false","false","usa","dallas","DAL","3","4","1.50","0.00","22","7245.60","8.50","4.valued members"
"504916","8","36","M","false","true","usa","memphis","MEM","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"504936","9","58","F","true","false","usa","houston","IAH","3","4","1.50","0.00","16","3149.80","7.50","4.valued members"
"504945","9","43","F","false","false","usa","houston","EFD","4","8","1.00","0.00","6","1343.40","6.00","4.valued members"
"505062","8","37","F","false","true","usa","philadelphia","PHL","3","6","1.00","0.00","9","1161.25","8.67","3.family & friends"
"505066","8","25","M","true","true","usa","boston","BOS","1","0","0.00","0.00","3","816.00","0.00","3.family & friends"
"505172","8","31","M","true","true","usa","tampa","MCF","1","2","1.00","0.00","0","0.00","6.00","3.family & friends"
"505230","8","61","F","false","false","usa","tucson","TUS","3","4","1.50","105.96","11","2538.00","9.00","2.honorable seniors"
"505285","8","44","F","false","true","usa","new york","LGA","4","8","1.00","0.00","13","2111.15","7.50","3.family & friends"
"505289","8","28","F","false","false","usa","new york","JFK","3","6","1.00","0.00","3","274.00","7.67","4.valued members"
"505358","8","38","F","false","false","usa","detroit","DET","3","6","1.67","127.66","9","2028.00","7.00","4.valued members"
"505414","8","48","F","true","false","usa","boston","BOS","2","4","1.00","0.00","11","1691.00","5.50","4.valued members"
"505498","8","37","M","false","true","usa","houston","IAH","2","4","1.00","0.00","2","608.00","7.50","3.family & friends"
"505617","8","48","F","false","true","canada","vancouver","YVR","1","2","2.00","0.00","1","906.00","8.00","3.family & friends"
"505667","9","54","F","true","false","usa","san francisco","SFO","3","6","1.00","0.00","8","1671.00","3.33","4.valued members"
"505680","8","47","F","false","false","usa","los angeles","LAX","4","6","1.33","0.00","8","1789.00","7.00","4.valued members"
"505713","8","45","F","true","false","canada","montreal","YHU","4","8","1.25","91.31","8","1408.00","7.25","4.valued members"
"505747","8","38","F","false","false","usa","los angeles","LAX","2","4","1.50","0.00","5","1383.00","7.00","4.valued members"
"505771","9","56","F","true","true","canada","montreal","YUL","5","10","1.40","0.00","4","1079.00","6.60","3.family & friends"
"505854","8","54","F","true","false","usa","new york","JFK","5","6","1.00","0.00","25","4113.00","8.00","4.valued members"
"505916","8","27","F","false","false","usa","charlotte","CLT","5","8","1.00","678.41","53","10446.80","5.75","4.valued members"
"505933","8","48","F","true","false","usa","houston","IAH","1","2","1.00","0.00","2","220.00","9.00","4.valued members"
"505941","8","51","F","true","true","usa","new york","LGA","3","4","1.00","175.59","8","1192.00","6.50","3.family & friends"
"506013","8","40","F","false","false","canada","vancouver","YVR","4","7","1.25","1044.15","6","526.85","5.50","4.valued members"
"506130","11","40","F","false","false","usa","phoenix","PHX","4","8","1.00","649.95","12","2155.00","4.50","4.valued members"
"506186","8","26","F","false","false","usa","detroit","DTW","3","4","1.50","0.00","6","981.00","142.50","4.valued members"
"506234","9","38","F","true","false","usa","riverside","RIV","4","6","1.00","418.76","13","1132.00","7.33","4.valued members"
"506250","8","44","F","false","true","usa","lincoln","LNK","3","6","1.00","0.00","5","511.00","7.33","3.family & friends"
"506347","8","17","F","false","false","usa","los angeles","LAX","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"506427","9","48","F","true","true","usa","dallas","DAL","6","10","1.00","0.00","13","2398.00","7.20","1.golden guests"
"506611","8","54","F","true","false","usa","tulsa","TUL","4","2","1.00","0.00","13","1949.00","9.00","4.valued members"
"506652","8","53","F","true","true","usa","kansas city","MCI","3","6","1.33","0.00","0","0.00","6.67","3.family & friends"
"506675","8","48","F","false","true","usa","detroit","DTW","4","6","1.00","254.75","16","1946.50","7.00","3.family & friends"
"506704","8","56","F","true","false","canada","montreal","YUL","2","4","1.00","553.97","3","270.00","6.50","4.valued members"
"506777","8","60","F","true","false","usa","tulsa","TUL","1","2","2.00","228.36","2","700.00","7.00","2.honorable seniors"
"506807","8","43","F","true","false","usa","los angeles","LAX","4","8","1.00","896.66","3","1065.00","7.00","4.valued members"
"506828","8","27","F","false","false","usa","louisville","LOU","1","2","1.00","0.00","4","816.00","10.00","4.valued members"
"506837","8","47","F","false","true","usa","cleveland","CLE","3","6","1.00","111.71","17","6213.00","7.33","3.family & friends"
"506858","8","47","F","false","true","usa","houston","EFD","3","6","1.33","406.95","0","0.00","6.00","3.family & friends"
"506990","8","26","F","false","false","usa","lubbock","LBB","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"507036","8","36","F","false","false","usa","minneapolis","MSP","2","2","1.00","0.00","8","895.00","6.00","4.valued members"
"507133","8","27","F","false","false","canada","edmonton","YXD","3","4","1.50","0.00","10","4620.00","9.00","4.valued members"
"507207","8","18","F","false","true","usa","new york","LGA","2","0","0.00","0.00","15","5140.00","0.00","3.family & friends"
"507273","8","31","F","false","false","usa","columbus","LCK","4","8","1.00","0.00","4","377.00","5.75","4.valued members"
"507376","8","35","F","true","false","usa","honolulu","HNL","2","2","1.00","0.00","8","505.00","6.00","4.valued members"
"507395","9","46","F","true","true","usa","winston-salem","INT","2","4","1.50","0.00","5","1505.00","5.50","3.family & friends"
"507431","8","36","F","false","false","canada","toronto","YYZ","4","6","1.00","0.00","14","1058.20","7.67","4.valued members"
"507435","8","54","F","true","true","usa","los angeles","LAX","4","8","1.00","0.00","10","1878.00","6.25","3.family & friends"
"507505","9","50","F","true","true","usa","newark","EWR","2","4","1.00","0.00","13","6871.00","6.50","3.family & friends"
"507513","12","17","F","false","false","usa","sacramento","MHR","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"507531","9","24","F","false","false","usa","oakland","OAK","1","0","0.00","0.00","13","1742.00","0.00","4.valued members"
"507557","8","59","F","true","true","usa","baton rouge","BTR","2","1","1.00","0.00","8","468.00","10.00","3.family & friends"
"507573","8","42","F","false","false","usa","denver","DEN","3","5","1.00","187.30","5","578.00","4.33","4.valued members"
"507617","9","48","F","true","false","canada","montreal","YUL","2","4","1.50","0.00","4","673.70","4.50","4.valued members"
"507728","8","38","F","true","true","usa","st. louis","STL","2","4","1.00","0.00","4","424.00","6.50","3.family & friends"
"507732","8","46","M","false","false","usa","new york","JFK","4","4","1.00","0.00","16","2478.00","9.00","4.valued members"
"507753","8","24","F","false","true","usa","nashville","BNA","1","2","1.00","0.00","8","1704.00","5.00","3.family & friends"
"507759","8","49","F","true","false","canada","victoria","YYJ","3","6","1.00","400.39","7","664.00","8.00","4.valued members"
"507773","8","39","F","false","false","usa","little rock","LIT","3","4","1.00","0.00","7","854.00","5.00","4.valued members"
"507805","8","43","F","true","true","usa","san jose","SJC","4","8","1.25","0.00","24","7067.40","8.50","3.family & friends"
"508050","8","46","F","true","false","usa","new york","JFK","4","8","1.50","91.00","32","3727.20","5.25","4.valued members"
"508096","9","65","F","true","false","usa","spokane","SKA","3","4","1.00","333.17","7","801.00","5.00","2.honorable seniors"
"508111","8","40","F","true","true","usa","fort worth","FTW","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"508144","8","38","F","false","false","usa","new york","JFK","3","6","1.00","575.04","6","928.00","7.67","4.valued members"
"508153","8","32","M","false","false","canada","halifax","YAW","2","3","2.00","0.00","1","94.00","7.50","4.valued members"
"508240","8","29","F","false","false","usa","san antonio","SKF","3","5","1.00","269.47","6","539.00","6.67","4.valued members"
"508360","8","37","F","false","false","usa","new york","JFK","2","4","1.50","44.13","3","798.00","6.00","4.valued members"
"508367","9","48","F","true","false","usa","lubbock","LBB","4","8","1.00","389.70","5","469.00","7.00","4.valued members"
"508497","9","37","F","false","false","canada","calgary","YYC","2","2","1.00","0.00","12","1982.00","9.00","4.valued members"
"508512","8","68","F","true","false","usa","providence","PVD","1","0","0.00","0.00","4","968.00","0.00","2.honorable seniors"
"508546","8","29","F","false","false","usa","cincinnati","LUK","3","6","1.00","0.00","4","422.00","8.33","4.valued members"
"508611","8","22","F","false","true","usa","houston","HOU","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"508625","8","43","F","false","false","usa","new york","JFK","3","4","1.50","0.00","17","4154.00","4.50","4.valued members"
"508693","8","55","F","true","false","canada","halifax","YAW","3","4","1.50","0.00","8","1038.30","9.00","4.valued members"
"508713","8","18","F","false","true","usa","los angeles","LAX","1","2","1.00","592.37","2","246.50","9.00","3.family & friends"
"508731","8","55","F","true","false","usa","norfolk","NGU","4","6","1.00","62.79","31","6541.00","5.67","4.valued members"
"508829","8","17","F","false","false","usa","burlington","BTV","3","4","1.00","0.00","13","2554.00","8.50","4.valued members"
"508848","8","53","F","true","true","usa","st. louis","STL","2","4","1.00","0.00","10","1293.00","7.50","3.family & friends"
"508849","8","37","F","false","false","usa","charlotte","CLT","5","6","1.33","0.00","13","4962.00","9.00","4.valued members"
"508856","8","21","M","false","true","usa","portland","PDX","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"508857","8","44","F","true","false","canada","ottawa","YOW","5","10","1.20","0.00","16","2312.00","8.40","1.golden guests"
"508860","8","28","M","true","false","usa","los angeles","LAX","2","4","1.00","0.00","3","749.20","8.00","4.valued members"
"508866","8","31","F","false","false","usa","el paso","BIF","3","6","1.67","213.35","13","3119.00","6.33","4.valued members"
"508877","9","52","F","true","true","usa","phoenix","PHX","6","12","1.17","0.00","19","2456.00","6.67","1.golden guests"
"508891","8","17","F","false","true","usa","san antonio","RND","2","4","1.00","0.00","0","0.00","7.50","3.family & friends"
"508892","8","34","F","false","false","canada","hamilton","YHM","3","6","1.00","555.10","7","1981.00","5.67","4.valued members"
"508901","8","52","F","true","true","canada","hamilton","YHM","2","4","1.00","0.00","1","157.00","7.50","3.family & friends"
"508912","8","44","M","false","false","usa","tallahassee","TLH","2","3","1.00","0.00","0","0.00","7.50","4.valued members"
"508917","8","21","M","false","false","usa","los angeles","LAX","2","2","1.00","0.00","8","972.00","7.00","4.valued members"
"508923","8","48","F","true","true","usa","madison","MSN","3","4","1.00","472.92","4","949.00","8.00","3.family & friends"
"508938","8","42","F","true","false","usa","atlanta","ATL","3","6","1.00","0.00","10","1144.00","8.00","4.valued members"
"508940","9","40","M","false","false","usa","grand rapids","GRR","4","8","1.00","170.96","14","2321.00","8.00","4.valued members"
"508944","8","58","F","false","false","usa","los angeles","LAX","2","4","1.00","538.77","3","302.00","10.00","4.valued members"
"508946","8","27","M","false","false","usa","louisville","LOU","4","6","1.00","0.00","10","1164.00","6.67","4.valued members"
"508964","8","26","F","true","true","usa","newark","EWR","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"508973","9","36","F","false","false","usa","modesto","MOD","2","4","1.50","0.00","4","410.00","8.00","4.valued members"
"509001","8","70","F","true","false","canada","montreal","YUL","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"509024","8","18","F","false","false","usa","new york","JFK","1","2","1.00","0.00","5","2035.00","13.00","4.valued members"
"509036","8","40","F","false","true","usa","new york","JFK","2","4","1.00","0.00","3","111.00","6.00","3.family & friends"
"509052","8","61","F","true","false","usa","san antonio","SKF","1","2","1.00","0.00","1","116.00","8.00","2.honorable seniors"
"509061","8","31","F","false","true","canada","vancouver","YVR","3","6","1.00","599.64","12","1016.80","6.00","3.family & friends"
"509069","8","45","F","true","false","usa","new york","JFK","4","4","1.00","0.00","5","574.00","9.50","4.valued members"
"509098","9","43","F","false","false","usa","los angeles","LAX","2","4","2.00","0.00","6","364.80","6.00","4.valued members"
"509115","8","37","F","false","false","usa","los angeles","LAX","8","10","1.40","625.09","32","7240.00","6.20","1.golden guests"
"509119","8","26","F","false","false","usa","new york","LGA","4","4","1.00","0.00","16","1676.00","10.00","4.valued members"
"509157","8","28","F","false","true","usa","san antonio","RND","2","4","1.00","0.00","23","1934.00","10.00","3.family & friends"
"509160","8","54","M","false","true","usa","new orleans","NBG","2","4","1.00","525.22","3","380.00","8.00","3.family & friends"
"509162","9","46","F","false","false","usa","new york","JFK","2","0","0.00","0.00","23","8600.00","0.00","4.valued members"
"509202","8","25","F","false","true","usa","minneapolis","MSP","2","2","1.00","0.00","3","319.00","10.00","3.family & friends"
"509221","9","39","F","false","false","usa","kansas city","MCI","4","6","1.00","140.72","13","2156.00","7.67","4.valued members"
"509242","8","43","M","false","false","usa","st. petersburg","PIE","3","5","1.00","227.32","3","424.00","10.67","4.valued members"
"509272","8","20","F","false","true","usa","dallas","DAL","1","0","0.00","0.00","9","873.00","0.00","3.family & friends"
"509278","8","50","F","true","false","canada","edmonton","YED","2","2","2.00","0.00","10","2940.00","9.00","4.valued members"
"509282","9","37","F","false","false","usa","seattle","SEA","4","6","1.00","599.46","15","2356.00","9.00","4.valued members"
"509302","9","59","F","false","true","canada","toronto","YZD","2","3","1.00","76.34","3","615.00","6.00","3.family & friends"
"509316","8","41","F","false","false","usa","chicago","MDW","4","7","1.25","0.00","5","1032.00","7.25","4.valued members"
"509324","9","49","F","true","false","canada","winnipeg","YAV","3","6","1.33","223.86","4","1887.80","6.33","4.valued members"
"509341","8","24","F","false","false","canada","vancouver","YVR","2","4","1.00","0.00","2","402.00","8.50","4.valued members"
"509346","8","50","M","false","true","usa","atlanta","ATL","3","4","1.00","249.81","5","489.00","6.50","3.family & friends"
"509353","9","30","F","false","false","usa","dallas","DAL","1","2","2.00","0.00","4","1632.00","8.00","4.valued members"
"509354","8","45","M","true","false","usa","tallahassee","TLH","4","4","1.00","196.51","24","4015.00","4.00","4.valued members"
"509359","8","43","F","false","false","usa","oakland","OAK","4","8","1.00","0.00","17","2735.80","6.75","4.valued members"
"509402","8","68","F","false","false","usa","richmond","RIC","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"509411","8","43","F","true","false","usa","salt lake city","SLC","4","8","1.00","471.88","2","192.40","9.00","4.valued members"
"509413","8","48","F","false","false","usa","boston","BOS","2","3","1.50","131.47","1","470.00","10.50","4.valued members"
"509414","8","24","F","false","false","usa","tampa","TPA","1","2","2.00","0.00","10","450.00","56.00","4.valued members"
"509419","8","41","F","false","false","usa","philadelphia","PNE","4","8","1.00","156.91","5","659.00","4.00","4.valued members"
"509421","9","54","F","false","true","usa","baltimore","BWI","3","4","1.00","72.66","10","1119.10","7.50","3.family & friends"
"509435","8","44","M","false","false","usa","nashville","BNA","4","8","1.50","0.00","7","2864.00","6.00","4.valued members"
"509445","8","40","F","true","false","usa","san francisco","SFO","4","6","1.00","0.00","9","2535.00","8.00","4.valued members"
"509453","8","41","F","false","false","usa","lubbock","LBB","3","4","1.50","0.00","10","775.00","8.50","4.valued members"
"509454","8","40","F","false","true","usa","tampa","MCF","2","2","1.00","0.00","28","11408.00","5.00","3.family & friends"
"509459","8","17","F","false","false","usa","new york","JFK","2","2","1.00","0.00","5","8580.00","4.00","4.valued members"
"509467","8","28","M","false","false","usa","seattle","SEA","2","4","2.00","0.00","12","7042.00","5.50","4.valued members"
"509498","8","39","F","false","false","usa","milwaukee","MKE","2","4","3.00","0.00","13","7801.00","6.00","3.family & friends"
"509515","9","29","F","false","true","usa","memphis","MEM","2","2","1.00","0.00","12","2802.00","6.00","3.family & friends"
"509516","9","46","F","false","false","usa","colorado springs","COS","3","4","1.50","0.00","4","854.10","7.00","4.valued members"
"509530","8","46","F","true","true","canada","edmonton","YXD","6","10","1.40","0.00","14","3182.00","9.00","1.golden guests"
"509552","8","18","F","false","false","usa","los angeles","LAX","3","2","1.00","0.00","13","2125.00","364.00","4.valued members"
"509598","8","39","F","false","false","canada","winnipeg","YWG","3","6","1.00","204.18","11","1653.00","7.67","4.valued members"
"509603","8","18","F","false","false","usa","memphis","MEM","2","1","1.00","0.00","16","4736.25","7.00","4.valued members"
"509626","8","52","F","false","true","usa","brownsville","BRO","3","6","1.33","0.00","18","1411.60","117.00","3.family & friends"
"509635","8","37","M","true","false","usa","austin","AUS","3","5","1.00","0.00","2","297.00","7.00","4.valued members"
"509638","8","47","F","true","true","usa","reno","RNO","1","2","1.00","0.00","0","0.00","5.00","3.family & friends"
"509645","8","54","M","true","false","usa","riverside","RAL","3","6","1.00","721.43","11","1508.40","7.00","4.valued members"
"509681","8","43","F","false","true","usa","milwaukee","MKE","4","6","1.33","0.00","20","4856.00","9.33","3.family & friends"
"509712","8","34","F","false","false","usa","philadelphia","PHL","3","4","1.00","0.00","20","1434.00","6.00","4.valued members"
"509713","8","35","F","true","true","usa","dallas","DAL","3","5","1.33","0.00","9","4311.50","5.00","3.family & friends"
"509717","8","44","F","false","false","usa","new york","JFK","4","8","1.00","736.40","9","1431.00","6.00","4.valued members"
"509749","8","41","M","false","false","usa","new york","JFK","7","12","1.00","770.07","19","2353.85","8.00","1.golden guests"
"509763","8","50","F","true","false","usa","los angeles","LAX","6","11","1.00","542.37","13","2086.60","7.00","1.golden guests"
"509765","9","30","F","false","false","usa","los angeles","LAX","4","8","1.00","0.00","4","452.00","7.75","4.valued members"
"509781","9","63","F","true","false","usa","norfolk","NGU","2","2","2.00","0.00","9","1719.00","307.00","2.honorable seniors"
"509822","8","39","M","false","false","usa","charlotte","CLT","3","6","1.00","0.00","6","1324.00","7.33","4.valued members"
"509826","9","64","F","true","true","usa","miami","TNT","1","2","1.00","0.00","4","216.00","11.00","2.honorable seniors"
"509841","8","47","F","true","true","usa","knoxville","TYS","3","6","1.67","238.01","4","1031.00","70.00","3.family & friends"
"509855","8","36","F","true","true","usa","winston-salem","INT","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"509876","8","68","F","true","false","usa","baltimore","BWI","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"509892","8","67","M","true","false","usa","san jose","SJC","1","0","0.00","0.00","7","910.00","0.00","2.honorable seniors"
"509903","8","41","F","false","false","usa","long beach","LGB","5","10","1.00","212.86","15","2818.00","5.40","1.golden guests"
"509919","8","47","M","true","false","usa","tampa","TPA","3","4","1.00","0.00","13","2138.00","5.00","4.valued members"
"509924","9","38","F","true","false","usa","tampa","MCF","0","0","0.00","0.00","0","0.00","0.00","5.nobel newcomers"
"509933","8","45","M","true","true","usa","louisville","LOU","3","4","1.00","0.00","17","5077.00","7.00","3.family & friends"
"509969","10","69","F","true","false","canada","montreal","YHU","1","0","0.00","0.00","6","379.20","0.00","2.honorable seniors"
"509990","8","41","M","false","false","usa","minneapolis","MSP","1","2","1.00","339.03","1","64.00","7.00","4.valued members"
"510003","8","46","F","true","true","usa","tulsa","TUL","1","2","2.00","0.00","4","504.00","6.00","3.family & friends"
"510022","8","53","F","true","true","usa","austin","AUS","4","6","1.00","0.00","4","895.00","7.67","3.family & friends"
"510044","8","47","M","false","false","usa","santa ana","SNA","3","6","1.33","505.78","7","1038.00","5.67","4.valued members"
"510048","8","32","F","false","true","usa","dallas","DAL","2","4","1.00","0.00","10","1720.00","7.00","3.family & friends"
"510061","8","48","F","true","true","usa","new york","LGA","5","10","1.00","858.60","8","1818.00","6.80","3.family & friends"
"510067","9","48","F","true","true","usa","new york","LGA","4","5","1.00","59.28","13","4188.00","7.67","3.family & friends"
"510070","8","57","F","true","true","usa","boston","BOS","4","4","3.00","0.00","32","6228.20","157.00","3.family & friends"
"510078","10","37","F","true","false","usa","grand rapids","GRR","2","4","1.00","0.00","4","1028.00","10.00","4.valued members"
"510079","9","30","F","false","false","usa","new york","LGA","1","2","1.00","0.00","0","0.00","6.00","4.valued members"
